"","id","evidence","claim","label","topic_ip","question"
"9368",5672,"The countries without universal vaccination policies (i.e.: Italy, Netherlands, United States) would seemto be hit more severely against COVID-19, than in countries with universal vaccination policies and for a long time with BCG.","BCG vaccine can not protect against COVID-19 infection","Refutes",54,"can bcg vaccine cure covid-19"
"9369",7650,"The Expert Working Group on the Commission of Human Medicines in the UK and other organizations have stated that there is insufficient evidence to establish a link between ibuprofen and susceptibility to or exacerbation of COVID-19.","Ibuprofen is an over-the-counter medication that people use to reduce pain, inflammation, and fever","Supports",69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
"9370",7763,"Data indicate CVIR demonstrates significant trends across cannabis use intensity quintiles and with relaxed cannabis legislation. Recent cannabis use is independently predictive of CVIR in bivariate and multivariable adjusted models and intensity of use is interactively significant. Cannabis thus joins tobacco as a SARS2-CoV-2 risk factor.","Smoking marijuana could make the lungs more susceptible to covid-19","Supports",75,"Can smoking cannabis (weed) help in preventing COVID-19?"
"9371",1905,"Discussion: The combined social distancing measures implemented by the Greek authorities within the first few weeks after the first confirmed case of the virus reduced the COVID-19 growth rate.","isolation during the pandemic may worsen or trigger mental health problems","Neutral",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"9372",10542,"The risk of transmission via touching contaminated paper is low.","SARS-CoV-2, can live on surfaces and it can live for varying lengths of time on different surfaces.","Neutral",16,"touching a contaminated surface will not make you sick"
"9373",1228,"Results indicated that temperatures had a negative linear relationship with the number of confirmed cases.","Hand dryers, a hot bath, and cold weather or snow are not effective in killing the new coronavirus.","Supports",2,"how does the coronavirus respond to changes in the weather"
"9374",2253,"stronger social distancing, e.g., cutting 75% of social ties, can reduce the outbreak by 75% for the C isolation, by 33% for the D isolation, and by 87% for the (C+D) isolation strategy.","social distancing does help prevent coronavirus (COVID-19","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"9375",1966,"The government of different countries has adopted various policies to contain this epidemic and the most common were social distancing and lockdown. Our analysis revealed that the measures can slow down the outbreak. We can reduce the epidemic size and prolong the time to arrive at the epidemic peak by seriously following the measures suggested by the authorities.","Social distancing, also called physical distancing, means keeping a safe space between yourself and other people who are not from your household.","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"9376",7745," Based on the mechanisms described earlier, our hypothesis is that light could reduce the lethality of COVID-19.","UV lights kill up to 99.9% of a room's airborne pathogens (coronavirus) in minutes.","Refutes",73,"Does UV light help in preventing covid-19?"
"9377",2507,"Gustatory Dysfunction as an Early Symptom in COVID-19 Screening","Diarrhea is first sign of illness for some COVID-19","Refutes",26,"what are the early symptoms of COVID-19?"
"9378",8608,"Teicoplanin, an antibiotic used to treat staphylococci infection, previously showed efficacy to inhibit the first stage of MERS-coronarivus viral cycle in human cells. ","Antibiotics are used to treat bacterial infections.","Supports",84,"Do antibiotics work against the coronavirus?"
"9379",8106,"In this study, we demonstrated, using avian coronavirus of infectious bronchitis virus to mimic SARSCoV2, that medical masks and N95 masks remained their blocking efficacy after being steamed on boiling water even for 2 hours.","Commuters can wear face masks to protect against the spread of new coronavirus","Supports",82,"Can face masks protect me from the coronavirus disease?"
"9380",8781,"Therefore, in this study, was discussed the role of environmental factors and conditions such as temperature, humidity, wind speed as well as food, water and sewage, air, insects, inanimate surfaces, and hands in COVID-19 transmission.","there is strong evidence that the covid-19 virus can spread through food.","Neutral",90,"Can COVID-19 spread through food?"
"9381",12053,"The clinical evidence in our study suggested that myocardial injury is more likely related to systemic consequences rather than direct damage by the 2019 novel coronavirus. The elevation in cardiac markers was probably due to secondary and systemic consequences and can be considered as the warning sign for recent adverse clinical outcomes of the patients","COVID-19 symptoms can sometimes persist for months","Neutral",22,"are heart complications likely in patients with COVID-19?"
"9382",11395,"Most alcohol based hand sanitizers are effective at inactivating enveloped viruses, including coronaviruses.","homemade hand sanitizer will protect against wuhan corona virus","Neutral",19,"what hand sanitizers kill COVID-19?"
"9383",3899,"Several studies demonstrated the role of vitamin D in reducing the risk of acute viral respiratory tract infections and pneumonia. These include direct inhibition with viral replication or with anti-inflammatory or immunomodulatory ways. In the meta-analysis, vitamin D supplementation has been shown as safe and effective against acute respiratory tract infections. Thus, people who are at higher risk of vitamin D deficiency during this global pandemic should consider taking vitamin D supplements to maintain the circulating 25(OH)D in the optimal levels (75-125nmol/L).","Insufficient evidence for vitamin D preventing or treating covid-19","Refutes",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"9384",4684,"We identified a total of 17 patients who received IV vitamin C for COVID-19. The inpatient mortality rate in this series was 12% with 17.6% rates of intubation and mechanical ventilation. We noted a significant decrease in inflammatory markers, including ferritin and D-dimer, and a trend to decreasing FiO2 requirements, after vitamin C administration. ","Vitamin C is significant to human body and plays a role in reducing inflammatory response and preventing common cold","Supports",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"9385",5642,"BCG may offer protection from COVID-19.","We don't know yet whether BCG will reduce the severity of COVID-19","Refutes",54,"can bcg vaccine cure covid-19"
"9386",9597,"The World Health Organization (WHO) has declared this outbreak a global health emergency and as on April 24, 2020, it has spread to 213 countries, with 25,91,015 confirmed cases and 742,855 cases have been recovered from COVID-19.","no-one can ever recover from COVID-19","Refutes",114,"Can people recover from COVID-19?"
"9387",9197,"Although coronavirus infections in pets are known to be predominantly related to the gastrointestinal tract, it has been observed that there are human-to-animal transmissions in this outbreak and some animals have similar symptoms to humans.","Pets can't spread COVID-19","Supports",95,"Can animals spread COVID-19 to people?"
"9388",6630,"Coronavirus disease-19 (COVID-19) caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) is now a pandemic threat. This virus is supposed to be spread by human to human transmission.","There is no evidence that viruses can spread to people or other animals from a pet's skin, fur or hair.","Supports",67,"Can animals spread COVID-19?"
"9389",93,"This paper investigates the COVID-19 virus origin by using artificial intelligence (AI) and raw genomic sequences of the virus.","The coronavirus may have been leaked from the Wuhan Institute of Virology","Neutral",1,"what is the origin of COVID-19"
"9390",2258,"stronger social distancing, e.g., cutting 75% of social ties, can reduce the outbreak by 75% for the C isolation, by 33% for the D isolation, and by 87% for the (C+D) isolation strategy.","Additionally, even if you are low risk (healthy, young), social distancing can reduce your risk of contracting COVID-19 and passing it on to someone around you that is at risk.","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"9391",2683,"Young healthy recruits often showed a mild course of COVID-19 with rapid symptom decline but were persistent SARS-CoV-2 carriers. This illustrates how asymptomatic patients may be responsible for covert viral transmission.","Asymptomatic Carriers May Still Transmit Coronavirus","Supports",27,"what is known about people that have COVID-19 without any symptoms?"
"9392",8317,"We find that the critical mask adherence is 5 per 100 when 80% wear face masks.","Using masks in public may help reduce the spread from people who don't have symptoms. Non-medical cloth masks are recommended for the public. Surgical masks and N-95 respirators are in short supply and should be reserved for health care providers.","Supports",82,"Can face masks protect me from the coronavirus disease?"
"9393",12070,"The clinical evidence in our study suggested that myocardial injury is more likely related to systemic consequences rather than direct damage by the 2019 novel coronavirus. The elevation in cardiac markers was probably due to secondary and systemic consequences and can be considered as the warning sign for recent adverse clinical outcomes of the patients","New study warns of COVID-19 impact on cardiovascular health","Supports",22,"are heart complications likely in patients with COVID-19?"
"9394",9195,"Although coronavirus infections in pets are known to be predominantly related to the gastrointestinal tract, it has been observed that there are human-to-animal transmissions in this outbreak and some animals have similar symptoms to humans.","Further studies are needed to understand if and how different animals could be affected by the virus and the role animals may play in the spread of COVID-19. ","Supports",95,"Can animals spread COVID-19 to people?"
"9395",12429,"diabetes, hypertension, and cholesterol levels possess an apparent relation to COVID-19 severity.","Your risk of catching the virus isn't higher than anyone else's.","Neutral",24,"what kinds of complications related to COVID-19 are associated with diabetes"
"9396",5932,"5G-based robot-assisted remote ultrasound system is feasible, and effectively obtains ultrasound characteristics for cardiopulmonary assessment of COVID-19 patients.","5G has no causal connection to COVID-19","Supports",56,"Can 5G technology cause COVID-19?"
"9397",8131,"In this study, we demonstrated, using avian coronavirus of infectious bronchitis virus to mimic SARSCoV2, that medical masks and N95 masks remained their blocking efficacy after being steamed on boiling water even for 2 hours.","Cloth Masks Protect You From Getting the Coronavirus","Refutes",82,"Can face masks protect me from the coronavirus disease?"
"9398",6427,"Conclusions This representative population sample will, to our knowledge, present the first comprehensive examination of the association between smoking, nicotine use without smoking, respiratory disease, and severity of COVID-19.","New study will test whether nicotine patches can keep the coronavirus away.","Neutral",63,"Can smoking help in preventing COVID-19?"
"9399",6870,"ferrets and cats are highly susceptible to SARS-CoV-2 as infected by virus inoculation and can transmit the virus directly or indirectly by droplets or airborne routes.","Can Pets Spread Coronavirus (COVID-19) to People? The answer is YES","Supports",67,"Can animals spread COVID-19?"
"9400",11078,"We found no direct high quality evidence on whether N95 respirators are better than surgical masks for HCWs protection from SARS-CoV-2.","Masks offer no protection to the wearer","Refutes",18,"what are the best masks for preventing infection by Covid-19?"
"9401",8437,"and 3) provides suggestion that the public should wear the mask during COVID-19 pandemic according to local context.","Face masks and social distancing measures reduce COVID-19 spread, but they also work against other pathogens.","Supports",82,"Can face masks protect me from the coronavirus disease?"
"9402",9541,"There are many therapeutics undergoing clinical trials, but there is no effective vaccine or therapy for treatment thus far.","Dexamethasone can not improve COVID-19 survival","Supports",112,"Is dexamethasone effective for treating COVID-19?"
"9403",6521," Data indicate CVIR demonstrates significant trends across cannabis use intensity quintiles and with relaxed cannabis legislation. Recent cannabis use is independently predictive of CVIR in bivariate and multivariable adjusted models and intensity of use is interactively significant. ","smoking may help you RESIST Covid-19... if you don't mind dying of something else","Refutes",63,"Can smoking help in preventing COVID-19?"
"9404",3386,"A principal defence against uncontrolled inflammation, and against viral infection in general, is provided by T regulatory lymphocytes (Tregs). Treg levels have been reported to be low in many COVID-19 patients and can be increased by vitamin D supplementation. Low vitamin D levels have been associated with an increase in inflammatory cytokines and a significantly increased risk of pneumonia and viral upper respiratory tract infections. Vitamin D deficiency is associated with an increase in thrombotic episodes, which are frequently observed in COVID-19. Vitamin D deficiency has been found to occur more frequently in patients with obesity and diabetes. These conditions are reported to carry a higher mortality in COVID-19. If vitamin D does in fact reduce the severity of COVID-19 in regard to pneumonia/ARDS, inflammation, inflammatory cytokines and thrombosis, it is our opinion that supplements would offer a relatively easy option to decrease the impact of the pandemic.","there is a strong evidence that lack of vitamin D is linked to COVID-19","Supports",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"9405",3047,"Despite its small sample size our survey shows that hydroxychloroquine treatment is significantly associated with viral load reduction/disappearance in COVID-19 patients and its effect is reinforced by azithromycin.","Results on the use of hydroxychloroquine as a treatment for Covid-19 have shown no significant differences in health outcomes between the control group and patients who received the experimental drug. ","Refutes",28,"does hydroxychloroquine treat COVID-19?"
"9406",10711,"Our findings of extensive viral RNA contamination of surfaces and air across a range of acute healthcare settings in the absence of cultured virus underlines the potential risk from surface and air contamination in managing COVID-19, and the need for effective use of PPE, social distancing, and hand/surface hygiene.","Most respiratory diseases, including COVID-19, do not tend to last on surfaces","Refutes",16,"touching a contaminated surface will not make you sick"
"9407",488,"While this novel coronavirus disease (covid-19) frequently induces mild diseases, it has also generated severe diseases among certain populations, including older-aged individuals with underlying diseases, such as cardiovascular disease and diabetes.","The coronavirus, which first sickened people in China in December, is thought to have passed from animals to humans, like many similar pathogens, but nothing has been confirmed yet by any peer-reviewed scientific research, global public health agency or academic expert. ","Neutral",1,"what is the origin of COVID-19"
"9408",4518,"To date, there has been no definite therapy for COVID-19.","Dexamethasone: Promising Treatment for COVID-19 Is Not a Miracle Cure","Supports",46,"what evidence is there for dexamethasone as a treatment for COVID-19?"
"9409",6164,"The present study corroborates that compound ""I"" (EGCG) mostly present in the integrants of green tea, shows the highest potentiality for acting as an inhibitor of SARS-CoV-2","Drinking hot tea almost doubles risk of esophageal cancer risk","Neutral",58,"Can drinking hot green tea help in preventing COVID-19?"
"9410",12025," consistent reports of cardiac injury and de novo cardiac complications, including possible myocarditis, arrhythmia, and heart failure in patients without prior cardiovascular disease or significant risk factors, are emerging","We found evidence of ongoing inflammation within the heart muscle, as well as of the heart's lining in a considerable majority of patients","Neutral",22,"are heart complications likely in patients with COVID-19?"
"9411",5486,"Face masks are an avenue to curb the spread of coronavirus, but few people in Western societies wear face masks.","Only sick people need to wear face masks","Refutes",53,"Can wearing masks help in preventing the spread of the coronavirus disease?"
"9412",983,"We show that the delay between exposure and detection of infection complicates the estimation of weather impact on COVID-19 transmission, potentially explaining significant variability in results to-date"," long-term exposure to PM2.5 air pollution, produced by sources including wildfires, power plants and vehicles, may make the coronavirus particularly deadly.","Neutral",2,"how does the coronavirus respond to changes in the weather"
"9413",10132,"Currently, it is not possible to discuss the efficacy and safety of a drug in the treatment of COVID-19, as most studies have just begun.","But Tylenol isn't risk-free, either. It can damage the liver in high doses.","Neutral",141,"Are Tylenol, Advil and Motrin effective and safe to take for COVID-19 symptoms?"
"9414",7018,"Although there is currently no evidence that animals play a substantial role in spreading COVID-19, CDC advises persons with suspected or confirmed COVID-19 to restrict contact with animals during their illness and to monitor any animals with confirmed SARS-CoV-2 infection and separate them from other persons and animals at home (1).","There is no evidence that viruses can spread to people or other animals from a pet's skin, fur or hair.","Supports",67,"Can animals spread COVID-19?"
"9415",11617,"Angiotensin-converting enzyme inhibitors and angiotensin II receptor blockers are not associated with severe COVID-19 infection in a multi-site UK acute hospital trust","COVID-19 may be more severe in some people because of the medications they take should not stop taking their drugs.","Refutes",20,"are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?"
"9416",11257,"three double-layer materials including double-layer medical non-woven fabric, medical non-woven fabric plus non-woven shopping bag, and medical non-woven fabric plus granular tea towel could meet all the standards of pressure difference, particle filtration efficiency, and resistance to surface wetting, and were close to the standard of the bacterial filtration efficiency; homemade masks using available materials can minimize the chance of infection to the maximum extent.","The best way to prevent the spread of infections and decrease the risk of getting sick is by washing your hands with plain soap and water,","Neutral",18,"what are the best masks for preventing infection by Covid-19?"
"9417",497,"While this novel coronavirus disease (covid-19) frequently induces mild diseases, it has also generated severe diseases among certain populations, including older-aged individuals with underlying diseases, such as cardiovascular disease and diabetes.","Coronavirus origins: genome analysis suggests two viruses may have combined","Neutral",1,"what is the origin of COVID-19"
"9418",1116,"Temperature is the most influential parameter that reduces the growth at the rate of 13-16 cases/day with a 1{degrees}C rise in temperature","COVID-19 cannot be transmitted in hotter, more humid climates","Neutral",2,"how does the coronavirus respond to changes in the weather"
"9419",21,"Recent research results suggest that bats or pangolins might be the original hosts for the virus based on comparative studies using its genomic sequences.","The CORONAVIRUS did not originate in nature and did not emerge from the market in Wuhan","Refutes",1,"what is the origin of COVID-19"
"9420",11596,"This has led to the hypothesis that use of ACEIs and ARBs may increase the risk of developing severe COVID-19.","Heart patients hospitalized with COVID-19 can safely continue taking angiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs).","Neutral",20,"are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?"
"9421",5772,"Among the basic protective measures against COVID-19, the need to wash hands frequently and in a prolonged way using soap, and to regularly use alcohol-based hand sanitizers is well established for the whole population.","Drinking strong alcohol kills the new coronavirus","Refutes",55,"Can drinking alcohol help in preventing COVID-19?"
"9422",9906,"Surgical mask partition for challenged index or nave hamsters significantly reduced transmission to 25% (6/24, P=0.018).","COVID-19: Surgical masks may help, but not as first line","Supports",125,"Does a surgical mask help avoid COVID-19?"
"9423",3525,"Vitamin D deficiency that is not sufficiently treated is associated with COVID-19 risk.","Does vitamin D help protect against COVID-19? A: Some scientists have hypothesized vitamin D might be helpful, but there is no direct evidence that vitamin D can prevent COVID-19 ","Supports",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"9424",2993,"The odds of mortality were significantly higher in patients treated with Hydroxychloroquine + Azithromycin than supportive care alone [2.34 (95% CI: 1.63, 3.34); I2 = 0%]. A pooled analysis of recently published studies suggests no additional benefit for reducing mortality in COVID-19 patients when Hydroxychloroquine is given as add-on to the standard care.","hydroxychloroquine helped coronavirus patients survive better","Refutes",28,"does hydroxychloroquine treat COVID-19?"
"9425",7396,"It was recently suggested that Ibuprofen might increase the risk for severe and fatal COVID-19 disease and should therefore be avoided in this patient population.","Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19 ? Yes, you can. There has been a little confusion about the best over the counter treatments for COVID-19 symptoms.","Refutes",69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
"9426",767,"The current study focuses on the relationship between environmental parameters and the growth rate of COVID-19. The statistical analysis suggests that the temperature changes retarded the growth rate and found that -6.28C and +14.51C temperature is the favorable range for COVID-19 growth.","Cold weather kills coronavirus 2019 and 13 other COVID-19","Refutes",2,"how does the coronavirus respond to changes in the weather"
"9427",11756,"Our results strongly support the recommendation that ACEI and ARB should be continued in the population and in COVID-19 positive patients, reinforcing the position of several scientific societies.","Heart patients hospitalized with COVID-19 can safely continue taking angiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs).","Supports",20,"are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?"
"9428",4986,"Dietary supplementation has not been linked to COVID-19 prevention. However, supplementation with vitamins C and D, as well as with zinc and selenium, was highlighted as potentially beneficial for individuals with, or at risk of, respiratory viral infections or for those in whom nutrient deficiency is detected.","Rationale for Using Vitamin C in Patients With COVID-19. Vitamin C (ascorbic acid) is a water-soluble vitamin that is thought to have beneficial effects in patients with severe and critical illnesses.","Supports",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"9429",2720,"the use of hydroxychloroquine alone was associated with increased mortality in COVID-19 patients.","Hydroxychloroquine Is Ineffective In Treatment Of Patients Hospitalized With Covid-19","Refutes",28,"does hydroxychloroquine treat COVID-19?"
"9430",8245,"It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).","The N95 Respirator Mask Protect You Against coronavirus","Refutes",82,"Can face masks protect me from the coronavirus disease?"
"9431",3591,"testing positive for COVID-19 was associated with increasing age(RR(age<50)=1.05,p<0.021;RR(age[]50)=1.02,p<0.064)), non-white race(RR=2.54,p<0.01) and being likely vitamin D deficient (deficient/treatment-not-increased:RR=1.77,p<0.02) as compared to likely vitamin D sufficient(not-deficient/treatment-not-decreased), with predicted COVID-19 rates in the vitamin D deficient group of 21.6%(95%CI[14.0%-29.2%] ) versus 12.2%(95%CI[8.9%-15.4%]) in the vitamin D sufficient group.","Vitamin D can Help With Covid-19 Coronavirus","Supports",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"9432",6343,"This suggests that nicotine may have some preventive or modulatory effect on the inflammatory response in the lungs.","Smokers seem less likely than non-smokers to fall ill with coronavirus","Supports",63,"Can smoking help in preventing COVID-19?"
"9433",5444,"This study 1) illustrates transmission routes of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2); 2) addresses controversies surrounding the mask from perspectives of attitude, effectiveness, and necessity of wearing the mask with evidence that the use of mask would effectively interrupt the transmission of infectious diseases in both hospital settings and community settings; and 3) provides suggestion that the public should wear the mask during COVID-19 pandemic according to local context.","Will Wearing A Face Mask For COVID-19 Also Protect You from covid-19 ? the short answer is YES","Refutes",53,"Can wearing masks help in preventing the spread of the coronavirus disease?"
"9434",11043," However, wearing N95 respirators can prevent 73 more (95% CI 46-91) clinical respiratory infections per 1000 HCWs compared to surgical masks (2 RCTs; 2594 patients; low quality of evidence).","Two medical-grade masks, N99 and N95, are the most effective at filtering viral particles.","Supports",18,"what are the best masks for preventing infection by Covid-19?"
"9435",11526,"Efficient SARS-CoV-2 inactivation was demonstrated for all tested alcohol-based disinfectants. These findings show the successful inactivation of SARS-CoV-2 for the first time and provide confidence in its use for the control of COVID-19.","washing hands with soap and water is the best way to get rid of germs in most situations. But hand sanitizer can help out, too, especially if it is alcohol-based with 60% alcohol.","Supports",19,"what hand sanitizers kill COVID-19?"
"9436",8401,"2) addresses controversies surrounding the mask from perspectives of attitude, effectiveness, and necessity of wearing the mask with evidence that the use of mask would effectively interrupt the transmission of infectious diseases in both hospital settings and community settings;","Because the virus can be spread easily, many have resorted wearing face masks to protect themselves, as the virus is transmissible through human contact and exposure to respiratory droplets from an infected person.","Supports",82,"Can face masks protect me from the coronavirus disease?"
"9437",10043,"And, although no evidence exists to indicate that they can either transmit the virus or develop its associated coronavirus disease 2019 (COVID-19), fear among the public that pets might play a role in spreading COVID-19 has resulted in pets being abandoned or even killed.","Can pets get the coronavirus disease? The short answer is YES","Refutes",134,"Can pets get the coronavirus disease?"
"9438",5431,"Evidence that face masks provide effective protection against respiratory infections in the community is scarce. However, face masks are widely used by health workers as part of droplet precautions when caring for patients with respiratory infections. It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).","Wearing a cloth mask is no use.","Refutes",53,"Can wearing masks help in preventing the spread of the coronavirus disease?"
"9439",12224,"obesity represents the strongest predictor for Covid-19 followed by diabetes and hypertension in both sexes","Viruses, like the novel coronavirus, may also aggravate preexisting diabetic systems leading to added challenges managing blood sugar levels and worse outcomes.","Neutral",24,"what kinds of complications related to COVID-19 are associated with diabetes"
"9440",3896,"Several studies demonstrated the role of vitamin D in reducing the risk of acute viral respiratory tract infections and pneumonia. These include direct inhibition with viral replication or with anti-inflammatory or immunomodulatory ways. In the meta-analysis, vitamin D supplementation has been shown as safe and effective against acute respiratory tract infections. Thus, people who are at higher risk of vitamin D deficiency during this global pandemic should consider taking vitamin D supplements to maintain the circulating 25(OH)D in the optimal levels (75-125nmol/L).","Other research has observed high rates of vitamin D deficiency in people with COVID-19 who experienced acute respiratory failure.","Neutral",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"9441",3800,"Several studies demonstrated the role of vitamin D in reducing the risk of acute viral respiratory tract infections and pneumonia. These include direct inhibition with viral replication or with anti-inflammatory or immunomodulatory ways. In the meta-analysis, vitamin D supplementation has been shown as safe and effective against acute respiratory tract infections. Thus, people who are at higher risk of vitamin D deficiency during this global pandemic should consider taking vitamin D supplements to maintain the circulating 25(OH)D in the optimal levels (75-125nmol/L).","The role of vitamin D supplementation in the prevention or treatment of COVID-19 is not known.","Refutes",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"9442",4408,"Notably, masks are found to be useful with respect to both preventing illness in healthy persons and preventing asymptomatic transmission. Hypothetical mask adoption scenarios, for Washington and New York state, suggest that immediate near universal (80%) adoption of moderately (50%) effective masks could prevent on the order of 17--45% of projected deaths over two months in New York, while decreasing the peak daily death rate by 34--58%, absent other changes in epidemic dynamics. Even very weak masks (20% effective) can still be useful if the underlying transmission rate is relatively low or decreasing: In Washington, where baseline transmission is much less intense, 80% adoption of such masks could reduce mortality by 24--65% (and peak deaths 15--69%), compared to 2--9% mortality reduction in New York (peak death reduction 9--18%).","Lockdowns and Mask Mandates Do Not Lead to Reduced COVID transmission rates or deaths","Refutes",44,"How much impact do masks have on preventing the spread of the COVID-19?"
"9443",5028,"Dietary supplementation has not been linked to COVID-19 prevention. However, supplementation with vitamins C and D, as well as with zinc and selenium, was highlighted as potentially beneficial for individuals with, or at risk of, respiratory viral infections or for those in whom nutrient deficiency is detected.","High-dose vitamin C can fight coronavirus.","Refutes",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"9444",5997,"Amongst them, a popular theory has linked 5G to the spread of COVID-19, leading to misinformation and the burning of 5G towers in the United Kingdom.","COVID-19 is fake and that the pandemic is part of a wider conspiracy to deploy 5G network towers","Refutes",56,"Can 5G technology cause COVID-19?"
"9445",1483,"Compared to the recovered group, more patients in the death group exhibited characteristics of advanced age, pre-existing comorbidities, dyspnea, oxygen saturation decrease, increased WBC count, decreased lymphocytes, and elevated CRP levels.","Another complication for assigning a cause of death for COVID-19 is that some younger people have died of strokes and heart attacks and then tested positive for COVID-19 without any history of respiratory symptoms","Supports",4,"how do people die from the coronavirus?"
"9446",3542,"Vitamin D dose was not significantly associated with testing positive for COVID-19.","Vitamin D Lower Your Risk of COVID-19","Refutes",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"9447",5976,"BACKGROUND: Since the beginning of December 2019, the coronavirus disease (COVID-19) has spread rapidly around the world, which has led to increased discussions across online platforms.","5G has no causal connection to COVID-19","Neutral",56,"Can 5G technology cause COVID-19?"
"9448",9408,"Risk of severe infection and mortality increase with advancing age and male sex. Mortality is increased by comorbidities: cardiovascular disease, hypertension, diabetes, chronic pulmonary disease, and cancer.","In severe cases of COVID-19, damage can spread beyond the lungs and into other organs, such as the heart, liver, kidney and parts of the neurological system.","Neutral",107,"Which organs are most affected by COVID-19?"
"9449",6670,"Cellular angiotensin converting enzyme 2 (ACE2) is the receptor of SARS-CoV-2 which is identical or similar in different species of animals such as pigs, ferrets, cats, orangutans, monkeys, and humans. Moreover, a recent study predicted that dog might be secondary host during the evolution of SARS-CoV-2 from bat to human. Therefore, there is a possibility of spreading SARS-CoV-2 through domestic pets.","There have been several reports providing evidence of SARS-CoV-2 infection in household pets. ","Supports",67,"Can animals spread COVID-19?"
"9450",10874,"the tested bacteria favor lower temperatures for their survival in dry environments","coronavirus can not survive for up to 1 hours on plastic, and surface or fomite (contaminated surface) transmission is 'unlikely'.","Neutral",16,"touching a contaminated surface will not make you sick"
"9451",12008," consistent reports of cardiac injury and de novo cardiac complications, including possible myocarditis, arrhythmia, and heart failure in patients without prior cardiovascular disease or significant risk factors, are emerging","children are not risk of the new coronavirus","Neutral",22,"are heart complications likely in patients with COVID-19?"
"9452",11060,"A trend in favour of N95 respirators was observed in preventing laboratory-confirmed respiratory viral infections, laboratory-confirmed respiratory infection, and influenza like illness.","Masks may increase risk of infection","Refutes",18,"what are the best masks for preventing infection by Covid-19?"
"9453",8237,"Together, this study suggested that medical masks are adequate for use on most social occasions, and both medical masks and N95 masks can be reused for a few days with steam decontamination between use.","Cloth Masks Protect You From Getting the Coronavirus","Refutes",82,"Can face masks protect me from the coronavirus disease?"
"9454",2959,"Preliminary clinical evidence from China and France showed significant virological and clinical benefit in HCQ-treated patients, while other studies, mostly including critically ill patients, did not show favorable results.","Hydroxychloroquine (Plaquenil) and its sister drug chloroquine are under investigation for treatment of the COVID-19 coronavirus disease; Korean doctors used these anti-malaria drugs to treat COVID-19 with some success, according to a paper filed with Elsevier in March 2020, but effectiveness is unproven.Hydroxychloroquine is classified as an anti-malarial drug.","Neutral",28,"does hydroxychloroquine treat COVID-19?"
"9455",7743," Based on the mechanisms described earlier, our hypothesis is that light could reduce the lethality of COVID-19.","Sunlight kills the new coronavirus","Refutes",73,"Does UV light help in preventing covid-19?"
"9456",12170,"obesity represents the strongest predictor for Covid-19 followed by diabetes and hypertension in both sexes","nearly 90% of patients hospitalized with coronavirus (COVID-19) had one or more underlying health conditions.","Neutral",23,"what kinds of complications related to COVID-19 are associated with hypertension?"
"9457",6424,"Conclusions This representative population sample will, to our knowledge, present the first comprehensive examination of the association between smoking, nicotine use without smoking, respiratory disease, and severity of COVID-19.","As a smoker, you or the people who care about you may be worried about a connection between COVID-19 and smoking. Scientists are still learning about the disease, but we know that smoking weakens the immune system, which makes it harder for your body to fight disease.","Neutral",63,"Can smoking help in preventing COVID-19?"
"9458",2037,"We use a simple log-linear model with intercept and trend break to evaluate whether the measures are effective preventing/slowing down the spread of the disease in Turkey.","social distancing can not help you to avoid catching or spreading a virus","Neutral",10,"has social distancing had an impact on slowing the spread of COVID-19?"
